Czechia, Female population exposure by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 02/02/2023
Year    ARDY   Cohort       Exposure
1970     36     1934        56688.22
1970     37     1933        57968.75
1970     38     1932        61919.26
1970     39     1931        63880.43
1970     40     1930        66155.33
1970     41     1929        64875.45
1970     42     1928        65944.53
1970     43     1927        66083.37
1970     44     1926        67776.67
1970     45     1925        69134.90
1970     46     1924        71369.79
1970     47     1923        73141.30
1970     48     1922        73864.30
1970     49     1921        71814.45
1970     50     1920        67241.05
1970     51     1919        52272.59
1970     52     1918        32321.52
1970     53     1917        32215.95
1970     54     1916        35427.26
1970     55     1915        49384.20
1971     12     1959        31748.12
1971     13     1958        67867.88
1971     14     1957        72568.86
1971     15     1956        76521.45
1971     16     1955        77687.10
1971     17     1954        79350.07
1971     18     1953        80542.94
1971     19     1952        82924.76
1971     20     1951        84653.48
1971     21     1950        83708.83
1971     22     1949        82646.81
1971     23     1948        86109.16
1971     24     1947        89788.76
1971     25     1946        87597.38
1971     26     1945        73997.31
1971     27     1944        76151.11
1971     28     1943        74223.31
1971     29     1942        66377.12
1971     30     1941        64022.44
1971     31     1940        63188.13
1971     32     1939        56791.62
1971     33     1938        55172.44
1971     34     1937        52823.12
1971     35     1936        53033.76
1971     36     1935        55119.57
1971     37     1934        56569.47
1971     38     1933        57813.63
1971     39     1932        61763.60
1971     40     1931        63749.05
1971     41     1930        65960.72
1971     42     1929        64727.95
1971     43     1928        65771.42
1971     44     1927        65913.67
1971     45     1926        67549.02
1971     46     1925        68864.89
1971     47     1924        71121.22
1971     48     1923        72808.11
1971     49     1922        73606.45
1971     50     1921        71419.29
1971     51     1920        67040.07
1971     52     1919        51784.77
1971     53     1918        32160.58
1971     54     1917        32018.51
1971     55     1916        35154.21
1972     12     1960        31508.50
1972     13     1959        61359.73
1972     14     1958        67905.99
1972     15     1957        72591.98
1972     16     1956        76513.55
1972     17     1955        77718.23
1972     18     1954        79394.52
1972     19     1953        80602.72
1972     20     1952        82953.25
1972     21     1951        84662.89
1972     22     1950        83687.77
1972     23     1949        82571.74
1972     24     1948        86063.02
1972     25     1947        89636.64
1972     26     1946        87403.61
1972     27     1945        74000.53
1972     28     1944        76049.12
1972     29     1943        74075.52
1972     30     1942        66320.21
1972     31     1941        63944.42
1972     32     1940        63117.04
1972     33     1939        56760.22
1972     34     1938        55080.40
1972     35     1937        52784.34
1972     36     1936        52949.69
1972     37     1935        55032.23
1972     38     1934        56464.76
1972     39     1933        57714.81
1972     40     1932        61619.10
1972     41     1931        63664.78
1972     42     1930        65780.66
1972     43     1929        64619.98
1972     44     1928        65577.23
1972     45     1927        65760.62
1972     46     1926        67371.40
1972     47     1925        68591.12
1972     48     1924        70874.54
1972     49     1923        72473.52
1972     50     1922        73296.47
1972     51     1921        71031.07
1972     52     1920        66803.88
1972     53     1919        51357.71
1972     54     1918        32040.19
1972     55     1917        31806.82
1973     12     1961        31878.42
1973     13     1960        60946.03
1973     14     1959        61369.48
1973     15     1958        67940.58
1973     16     1957        72606.37
1973     17     1956        76500.98
1973     18     1955        77753.38
1973     19     1954        79438.54
1973     20     1953        80657.92
1973     21     1952        82981.68
1973     22     1951        84664.97
1973     23     1950        83674.63
1973     24     1949        82500.35
1973     25     1948        86016.00
1973     26     1947        89483.52
1973     27     1946        87213.78
1973     28     1945        74006.01
1973     29     1944        75941.79
1973     30     1943        73932.40
1973     31     1942        66261.63
1973     32     1941        63862.40
1973     33     1940        63042.96
1973     34     1939        56729.48
1973     35     1938        54981.38
1973     36     1937        52753.88
1973     37     1936        52865.17
1973     38     1935        54936.28
1973     39     1934        56361.49
1973     40     1933        57614.46
