Sweden, Cumulative cohort fertility rates by birth order (horizontal parallelograms
Last modified: 14/04/2023
Cohort  Age     CCFR     CCFR1     CCFR2     CCFR3     CCFR4    CCFR5p
1965    19     0.027     0.025     0.001     0.000     0.000     0.000
1965    20     0.057     0.052     0.004     0.000     0.000     0.000
1965    21     0.106     0.093     0.012     0.001     0.000     0.000
1965    22     0.173     0.144     0.026     0.002     0.000     0.000
1965    23     0.263     0.207     0.051     0.005     0.001     0.000
1965    24     0.374     0.276     0.087     0.011     0.001     0.000
1965    25     0.510     0.351     0.136     0.020     0.002     0.000
1965    26     0.659     0.426     0.193     0.034     0.005     0.001
1965    27     0.813     0.495     0.255     0.053     0.009     0.002
1965    28     0.965     0.557     0.317     0.075     0.014     0.003
1965    29     1.112     0.611     0.378     0.099     0.019     0.005
1965    30     1.243     0.656     0.435     0.121     0.025     0.007
1965    31     1.360     0.695     0.484     0.142     0.030     0.009
1965    32     1.462     0.728     0.527     0.160     0.036     0.011
1965    33     1.554     0.755     0.566     0.179     0.041     0.013
1965    34     1.636     0.778     0.599     0.196     0.046     0.016
1965    35     1.710     0.798     0.628     0.214     0.052     0.019
1965    36     1.777     0.815     0.653     0.231     0.057     0.022
1965    37     1.834     0.828     0.674     0.245     0.062     0.025
