Ukraine, Live births by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 13/11/2015
Year    Age        Total
1989     41      1435.50
1989     42      1048.36
1989     43       508.17
1989     44       219.08
1989     45       146.05
1989     46        49.01
1989     47        32.01
1989     48        14.00
1989     49        12.00
1989     50         3.00
1989     51         2.00
1989     52         0.00
1989     53         0.00
1989     54         0.00
1989     55+        2.00
1990     12-        0.09
1990     13         3.53
1990     14        72.34
1990     15       813.37
1990     16      4399.63
1990     17     14525.39
1990     18     33740.53
1990     19     52486.49
1990     20     61047.66
1990     21     60202.35
1990     22     54180.12
1990     23     48449.99
1990     24     43096.00
1990     25     38404.26
1990     26     36678.62
1990     27     33914.59
1990     28     30315.25
1990     29     26741.92
1990     30     23720.81
1990     31     19692.31
1990     32     16209.02
1990     33     13219.91
1990     34     10697.97
1990     35      8789.26
1990     36      7049.61
1990     37      5364.00
1990     38      4369.62
1990     39      3186.18
1990     40      2360.88
1990     41      1674.62
1990     42       798.30
1990     43       564.21
1990     44       230.08
1990     45        97.04
1990     46        52.02
1990     47        26.01
1990     48         8.01
1990     49         9.01
1990     50         4.00
1990     51         1.00
1990     52         3.00
1990     53         0.00
1990     54         0.00
1990     55+        3.00
1991     12-        0.09
1991     13         3.86
1991     14        82.67
1991     15       948.71
